"Derwent Innovation Patent Export, 2024-07-20 20:42:28 +0000 "
"Search results for: CMP=((""UBER"")) AND AD>=(18000101);","Collections searched: United States app; United States grant"""
Publication Number,Inventor,Publication Date,Application Date,Title - DWPI,Count of Citing Patents,Citing Patents,IPC - Current,US Class,Assignee/Applicant,Assignee - Original w/address,Optimized Assignee,Title,Abstract,Abstract - DWPI
US11449055B2,"Goldman, Brent Justin | Yen, Mark | Gao, Shenglong | Niemiec, Konrad Julian | Chen, Jay A.",2022-09-20,2019-12-31,"Method for autonomous vehicle energy replenishment, involves obtaining multiple energy parameters associated with an autonomous vehicle, and determining a refueling task for the autonomous vehicle based on the energy parameters associated with the autonomous vehicle",1,US11841705B2,G05D000100 | G05D000102 | H04L0067125,,"Uber Technologies Inc.,San Francisco,CA,US","Uber Technologies Inc.,San Francisco,CA,US ",UBER TECHNOLOGIES INC,Systems and methods for energy based autonomous vehicle control,Systems and methods for determining appropriate energy replenishment and controlling autonomous vehicles are provided. An example computer-implemented method can include obtaining one or more energy parameters associated with an autonomous vehicle. The method can include determining a refueling task for the autonomous vehicle based at least in part on the energy parameters associated with the autonomous vehicle. The refueling task comprises a first refueling task that is interruptible by a vehicle service assignment or a second refueling task that is not interruptible by the vehicle service assignment. The method can include communicating data indicative of the refueling task to the autonomous vehicle or to a second computing system that manages the autonomous vehicle. The method can include determining whether the refueling task for the autonomous vehicle has been accepted or rejected.,"The autonomous vehicle energy replenishment method involves obtaining (602) multiple energy parameters associated with an autonomous vehicle, and determining (604) a refueling task for the autonomous vehicle based on the energy parameters associated with the autonomous vehicle. The refueling task included a first refueling task that is interruptible by a vehicle service assignment or a second refueling task that is not interruptible by the vehicle service assignment, and the data indicative of the refueling task is communicated (606) to the autonomous vehicle or to a second computing system that manages the autonomous vehicle. The process is performed to determine (608) whether the refueling task for the autonomous vehicle is accepted or rejected. | An INDEPENDENT CLAIM is included for:(a) a computing system for autonomous vehicle energy replenishment. | Method for autonomous vehicle energy replenishment. | The autonomous vehicle technology improves the ability of an autonomous vehicle to effectively provide vehicle services to others and supports multiple units of the community in which the autonomous vehicle is operating, including persons with reduced mobility or persons that are underserved by other transportation options. | The drawing shows a flowchart of an autonomous vehicle energy replenishment method.602Obtaining multiple energy parameters associated with an autonomous vehicle 604Determining a refueling task for the autonomous vehicle based on the energy parameters associated with the autonomous vehicle 606Communicating data indicative of the refueling task to the autonomous vehicle or to a second computing system that manages the autonomous vehicle 608Determining whether the refueling task for the autonomous vehicle is accepted or rejected. 610Obtaining feedback data ",
US11449917B2,"Smith, Paul Clayton | Szybalski, Andrew Timothy | Danner, William | Stumpo, Michael | Ives, Sonya | O'Brien, Clare | Chiong, Wendi",2022-09-20,2018-09-05,"Network computing system for providing interactive menus and group recommendations, comprises a memory to store a set of instructions and multiple processors, access the instructions for providing an interactive menu of food items",2,US11770304B1 | US11985039B1,G06Q003000 | G06Q001008 | G06Q003006 | G06Q005012,,"UBER TECHNOLOGIES INC.,San Francisco,CA,US","UBER TECHNOLOGIES INC.,San Francisco,CA,US ",UBER TECHNOLOGIES INC,Network computing system for providing interactive menus and group recommendations,"A network computing system provides an interactive menu to enable a consumer to initiate an order session. The network computing system can detect the order session is for placement of a group order, and can further provide a recommendation to the requesting consumer with respect to personalizing the group order for individual members of the group.",The network computing system comprises a memory to store a set of instructions and multiple processors. The multiple processors access the instructions to provide an interactive menu of food items to a requesting consumer device (210). Detects the requesting consumer that an order session is initiated on a requesting consumer device (220). Associates the order session with a group of consumers that include the requesting consumer. Retrieves a consumption profile for multiple consumers of the group (240). Generates the retrieved consumption profile of multiple consumers (250) and an interaction between the requesting consumer and the interactive menu. The recommendation is provided during the order session as content that output on the requesting consumer device. | INDEPENDENT CLAIMS are included for the following:a non-transitory computer readable medium that stores instructions; anda method for providing a delivery service. | Network computing system for providing interactive menus and group recommendations. | Network computing system increases the quantity of portions to the group and determining an overall portion size for each member of the group. | The drawing shows a flow chart representation of method for recommending food items for a delivery order. 210Providing an interactive menu of food items to requesting consumer device220Detecting a requesting consumer initiating an order session on a requesting consumer device230Determining that order session is associated with group of consumers240Retrieving consumption profiles for each identified member of the detected group250Generating multiple recommendations for the requesting consumer,
US11455891B2,"Goldman, Brent Justin | Hagestad, Leigh Gray | Chiang, Rei",2022-09-27,2019-05-02,"Method for controlling autonomous vehicles to reduce downtime and idle data usage of computational resources by computing system, involves communicating data indicative of re-positioning assignment associated with autonomous vehicle",1,US20220207640A1,G08G000100 | G06Q001002 | G06Q005030 | G08G000101 | G08G0001065 | G08G000109,,"Uber Technologies Inc.,San Francisco,CA,US","Uber Technologies Inc.,San Francisco,CA,US ",UBER TECHNOLOGIES INC,Reducing autonomous vehicle downtime and idle data usage,"Systems and methods for controlling an autonomous vehicle to reduce idle data usage and vehicle downtime are provided. In one example embodiment, a computing system can obtain data associated with autonomous vehicle(s) that are online with a service entity. The computing system can obtain data indicative of the geographic area with an imbalance in a number of vehicles associated with the geographic area. The computing system can determine a first autonomous vehicle for re-positioning with respect to the geographic area based at least in part on the data associated with the one or more autonomous vehicles and the data indicative of the geographic. The computing system can communicating data indicative of a first re-positioning assignment associated with the first autonomous vehicle. In some implementations, the computing system can generate vehicle service incentive to entice a vehicle provider to re-position its autonomous vehicles with respect to the geographic area.","The method involves obtaining data associated with autonomous vehicles that are online with a service entity by a computing system that comprises computing devices (605). Data indicative of a geographic area with an imbalance in multiple vehicles associated with the geographic area is obtained (610) by the computing system. Each autonomous vehicle is determined (620) by the computing system for re-positioning with respect to the geographic area based on the data associated with the autonomous vehicle and the data indicative of the geographic area. The data indicative of re-positioning assignment associated with the autonomous vehicle is communicated (640) by the computing system, where the re-positioning assignment is indicative of re-positioning of the autonomous vehicle with respect to the geographic area. | INDEPENDENT CLAIMS are also included for the following:a computing systema non-transitory computer-readable medium comprising a set of instructions to execute method for controlling autonomous vehicles to reduce downtime and idle data usage of computational resources by a computing system. | Method for controlling autonomous vehicles to reduce downtime and idle data usage of computational resources by a computing system (claimed). | The method enables utilizing data by an operations computing system to identify the autonomous vehicle in an idle state so as to avoid wasting of vehicle computational resources and improve ability of the autonomous vehicle for effectively providing vehicle services and supporting members of a community in which the autonomous vehicle is operated. The method enables re-positioning the autonomous vehicle by the computing system to imbalance the geographic area so that the autonomous vehicle obtains vehicle service assignments so as to increase utilization rate of the autonomous vehicle, safety of passengers and surroundings of the autonomous vehicle and ensure better experience of a rider and/or an operator of the autonomous vehicle. | The drawing shows a flow diagram illustrating a method for controlling autonomous vehicles to reduce idle data usage and vehicle downtime. 605Step for obtaining data associated with autonomous vehicles that are online with service entity by computing system610Step for obtaining data indicative of geographic area with imbalance in multiple vehicles associated with geographic area615Step for determining whether geographic area has vehicle imbalance620Step for determining each autonomous vehicle by computing system for re-positioning with respect to geographic area based on data associated with autonomous vehicle and data indicative of geographic area640Step for communicating data indicative of re-positioning assignment associated with autonomous vehicle by the computing system",
US11466994B2,"Rao, Shailendra Ramineni | Mehta, Nirav Bipinchandra | Attayadmawittaya, Paweena | Suh, Janice Jieun | Li, Hanzhou",2022-10-11,2019-02-08,"Method for optimizing issue reporting in navigation environment, involves inferring location associated with issue in response to receiving selection of issue icon by hardware processor and updating database with issue and inferred location",0,,G01C002134 | G01C002136 | G06F001629,,"Uber Technologies Inc.,San Francisco,CA,US","Uber Technologies Inc.,San Francisco,CA,US ",UBER TECHNOLOGIES INC,Optimized issue reporting system,"Systems and methods for optimizing issue reporting in a navigation environment are provided. In example embodiments, a networked system causes presentation of a navigation user interface on a user device of a user, whereby the navigation user interface includes a route being navigated and navigation instructions. The networked system also causes presentation of one or more issue icons on the user device, whereby each issue icon represents a different type of issue to be reported. A selection of an issue icon from the one or more issue icons is received by the networked system. In response to receiving the selection of the issue icon, the networked system infers a location associated with the issue. The networked system updates a database with the issue and the inferred location. In some embodiments, the database is updated after the inferred location or the issue is verified.",The method involves causing presentation of a navigation user interface on a user device of a user. The navigation user interface is provided with a route being navigated and navigation instructions. The presentation of issue icons are caused on the user device. The different type of issue to be reported is represented by the issue icon. The selection of an issue icon is received from the issue icons by a networked system (102). The location is associated with the issue in response to receiving the selection of the issue icon that is inferred by a hardware processor of the networked system. The database is updated with the issue and the inferred location. The trace data is accessed for other users near the inferred location. The trace data is used for the other users verifying the issue being reported. | INDEPENDENT CLAIMS are included for the following:a system for optimizing issue reporting in a navigation environment; anda machine storage medium storing program for optimizing issue reporting in a navigation environment. | Method for optimizing issue reporting in navigation environment. | The navigation process and system are improved by providing an efficient issue reporting system that requires minimum input from a user. The issues are reported by users having high credibility score turned actionable more quickly and without verification. | The drawing shows a block diagram of the network environment suitable for optimizing issue reporting in navigation environment. 102Networked system104Network106ARequested device106BService provider device108Client application,
US11468297B2,"Ghahramani, Zoubin",2022-10-11,2018-10-26,Method for implementing neural network including multiple units involves determining degree of uncertainty associated with prediction based on input uncertainty information and input data set,0,,G06N000304 | G06N000308,,"Uber Technologies Inc.,San Francisco,CA,US","Uber Technologies Inc.,San Francisco,CA,US ",UBER TECHNOLOGIES INC,Unit-level uncertainty and propagation,"Neural Networks such as Deep Neural Networks (DNNs) output calibrated probabilities that substantially represent frequencies of occurrences of events. A DNN propagates uncertainty information of a unit of the DNN from an input to an output of the DNN. The uncertain information measures a degree of consistency of the test data with training data used to train a DNN. The uncertainty information of all units of the DNN can be propagated. Based on the uncertainty information, the DNN outputs probability scores that reflect received input data that is substantially different from the training data.","The method involves receiving, at a unit, an input data set. The unit stores input uncertainty information representing base data used to train the unit to make predictions. The unit generates a prediction based on the input data set by applying an activation function to the input data set, the prediction being an output of the activation function. The unit determines whether the input data set deviates from the base data, if so, a degree of uncertainty associated with the prediction is determined based on the input uncertainty information and the input data set. The prediction and the degree of uncertainty is provided to a next unit connected to the unit. | An INDEPENDENT CLAIM is included for a system. | Computer-implemented method for implementing a neural network including multiple units. Can be used specifically to measuring uncertainty in deep neural networks. | The process is computationally efficient and can be easily implemented in existing computational frameworks. The neural network models output predictions that are substantially better calibrated i.e., the neural networks output indications of low confidence predictions caused by input data substantially different from training data used to develop the neural networks. The system based on neural network models can detect and are more robust to outliers, anomalies, and adversarial data because the system measures and evaluates input uncertainty at a unit-level. Uncertainty information can be introduced to existing neural network models without retraining. | The drawing shows a flow chart of operation of a unit of a neural network that measures and propagates input uncertainty. 302Record uncertainty information304Receiving test data306Determine whether test data includes anomaly308Apply the activation function310Apply the activation function and adjust the activation function's output",
US11466993B2,"Lord, Richard T. | Lord, Robert W. | Myhrvold, Nathan P. | Tegreene, Clarence T.",2022-10-11,2019-10-11,"Method for travel planning calls for transportation vehicle unit, involves directing transportation vehicle unit to rendezvous with end user at rendezvous location in order to transport end user over transport route leg",0,,G01C002134 | G06Q001002,,"UBER TECHNOLOGIES INC.,San Francisco,CA,US","UBER TECHNOLOGIES INC.,San Francisco,CA,US ",UBER TECHNOLOGIES INC,Systems and methods for travel planning that calls for at least one transportation vehicle unit,"Computationally implemented methods and systems that are designed for receiving a request for transporting one or more end users towards a destination location; providing a travel plan for facilitating the one or more end users to travel to the destination location from a starting location, the travel plan identifying at least two route legs including at least one transport route leg that calls for at least one transportation vehicle unit to transport the one or more end users over the transport route leg; and directing the at least one transportation vehicle unit to rendezvous with the one or more end users at a rendezvous location in order to transport the one or more end users over the transport route leg. In addition to the foregoing, other aspects are described in the claims, drawings, and text.",The method (500) involves receiving (502) a request for transporting an end user towards a destination location from a starting location on later date. A travel plan is provided (504) for facilitating the end user to travel to the destination location from starting location on later date based on an end user preference. The end user is detected on the first route leg using position sensor of mobile device associated with the end user. A current route is detected to the rendezvous location using the position sensor of a transport computing device within transportation vehicle unit. The transportation vehicle unit is directed (506) to rendezvous with the end user at the rendezvous location in order to transport the end user over the transport route leg in response to determining a sufficient amount of time for the transportation vehicle unit to reach the rendezvous location at or before the first leg arrival time partially based on the current route of the transportation vehicle unit. | An INDEPENDENT CLAIM is included for system for travel planning calls for transportation vehicle unit. | Method for travel planning calls for transportation vehicle unit. | The operation is provided for developing the travel plan for facilitating the end users to travel to the destination location from a starting location by developing a travel plan that minimizes total travel costs to be incurred in order for the end users to reach the destination location from the starting location. | The drawing shows a flowchart illustrating a method for travel planning calls for transportation vehicle unit. 500Method for travel planning calls for transportation vehicle unit502Step for receiving request for transporting end user towards destination location from starting location on later date504Step for providing travel plan for facilitating end user to travel to destination location from starting location on later date based on end user preference506Step for directing transportation vehicle unit to rendezvous with end user at rendezvous location in order to transport end user over transport route leg,
US11477847B2,"Pan, Pan | Petersen, Jon | Su, Kevin | Trivedi, Ronak",2022-10-18,2021-03-31,"Network computer system for use with transport service for requesting and receiving services through applications executed on mobile computing devices, comprises one or more processors, and memory storing instructions",0,,G06F001516 | H04W004818 | H04W008402 | H04W008806 | H04W009202 | H04W002402 | H04W006400,,"UBER TECHNOLOGIES INC.,San Francisco,CA,US","UBER TECHNOLOGIES INC.,San Francisco,CA,US ",UBER TECHNOLOGIES INC,Predictive location selection optimization system,"A system can receive, over one or more networks, location data from a computing device of a requesting user, where the location data indicates a current position of the requesting user. The system can repeatedly determine, based at least in part on location data corresponding to a directional heading of a proximate transport provider in relation to the current position of the requesting user, an optimal rendezvous location for the requesting user prior to the requesting user transmitting a service request to the network computer system. The system may then transmit, over the one or more networks, data corresponding to the optimal rendezvous location to the computing device of the requesting user.","The system (100) comprises one or more processors, and a memory storing instructions that, when executed by the one or more processors, cause the network computer system to receive location data from a computing device of a requesting user over one or more networks (150). The location data indicating a current position of the requesting user. Repeatedly determine an optimal rendezvous location for the requesting user based at least in unit on location data corresponding to a directional heading of a proximate transport provider in relation to the current position of the requesting user. Transmit data corresponding to the optimal rendezvous location to the computing device of the requesting user over the one or more networks. | INDEPENDENT CLAIMS are included for:(1) a non-transitory computer-readable medium storing instructions;(2) a method of optimizing location selection. | Network computer system for use with a transport service for requesting and receiving various services through applications executed on mobile computing devices. | The system can display the directions to the service location, identifies a service provider from the candidate service providers to provide service at the preselected service location. Transmit data corresponding to the selected provider and the point within the selected service area to the computing device of the user to be displayed. | The drawing shows a block diagram of a network computer system in communication with service requester devices and service provider devices.100Network computer system 110Service requester device 120Service provider device 130Request processing server 150Network ",
US11481459B2,"Flinn, Steven Dennis | Moneypenny, Naomi Felina",2022-10-25,2020-06-30,"Inferential user matching system for performing computer-based people recommendations and matching, transmits interest indication to portable device of second user based on detecting expression of interest from first user",0,,G06F00169535 | H04W000402 | G06F0015173 | G06F0016335 | G06F001690 | G06N000504 | G06Q005000 | H04L005104 | H04L0065403 | H04L0067306 | H04W000414,,"UBER TECHNOLOGIES INC.,San Francisco,CA,US","UBER TECHNOLOGIES INC.,San Francisco,CA,US ",UBER TECHNOLOGIES INC,Inferential user matching system,"An inferential user matching system can determine a mutual interest between a first user and a second user. Based on determining the mutual interest, the system can transmit an expression of interest indication to a portable device(s) of the first and/or second user.","The inferential user matching system infers a number of trends corresponding to the users utilizing an inferential user matching system. A mutual interest is determined between a first user and a second user based on the inferred trends. A first representation of the first user to a portable device of the second user and a second representation of the second user to a portable device of the first user are transmitted over the networks based on a mutual interest. An expression of interest is detected from the first user based on transmitting the first and second representations. An interest indication is transmitted to the portable device of the second user based on detecting the expression of interest from the first user. | INDEPENDENT CLAIMS are included for the following:a non-transitory computer readable medium storing program for performing computer-based people recommendations and matching; anda method for matching users. | Inferential user matching system for performing computer-based people recommendations and matching in social networking sites and dating sites. | The combining of access sequences and access duration provides better inferences and associated system structural updates. The potential for feelings of rejection is reduced if an expression of interest is not reciprocated, since it is not guaranteed that both parties received a recommendation for the other party. The third party recommender reduces embarrassment for recommended parties as the parties blame the recommender system for suggesting the parties should connect, thus, removing the onus or responsibility from the parties themselves. | The drawing shows a block diagram of a computer-based mutual commit people matching process. 220User behavior information and inference function920Usage behavior925Computer based system2001Mutual commit people recommendation process2002Computer-based mutual commit people matching process",
US11481457B2,"Haghighat Kashani, Ali | Lehmann, Bastian | Plaice, Sean | Shklarsky, Oren",2022-10-25,2018-11-27,"Method for generating personalized list of items such as offered by eatery, involves reading data store utilizing user identifier so as to obtain particular data model associated with identifier",2,US11770304B1 | US11985039B1,G06F00169535 | G06F00030482 | G06F00162457 | G06F00169537 | G06F00169538 | G06N002000 | G06Q003002,,"UBER TECHNOLOGIES INC.,San Francisco,CA,US | Postmates LLC,San Francisco,CA,US","UBER TECHNOLOGIES INC.,San Francisco,CA,US | Postmates LLC,San Francisco,CA,US ",POSTMATES LLC | UBER TECHNOLOGIES INC,Menu personalization,"Provided are systems, methods, and computer-program products for generating a personalized item list. In various examples, a server computer on a network can receive a request that includes a user identifier. The computer can use the user identifier to look up a data model associated with the user identifier. The computer can further determine a geolocation, and use the geolocation to determine a list of items associated with an eatery at or near the geolocation. The computer can input the item list into the data model, for the data model to output a probability for each item, the probability indicating a likelihood that the user will select the item. The probabilities can be used to generate a personalized item list, which can be output onto the network for receipt by a computing device.","The method involves receiving, by a menu personalization service (116), an input corresponding to a request for a personalized item list from a user's computing device (102), e.g., a smartphone. The input includes a user identifier. A data store, containing data models each being customized based on data associated with a respective user identifier, is read using the identifier. A particular data model associated with the user is obtained. A geolocation (106) associated with the identifier is determined and used to determine list of items associated with an eatery (116). The list of items is input into the data model, which in turn outputs a selection probability for each item. With the items sorted according to the probability, a personalized item list (112) is produced for output to the computing device. | INDEPENDENT CLAIMS are also included for the following:a server computer on a network; anda computer-program product. | Method for generating personalized list of items such as offered by eatery or restaurant. | By using training data that is associated with a particular user, a data model trained on this data may more accurately reflect the preferences of the person associated with the user, over other methods for developing such models. By using the components of an item as classification categories, as well as various attributes associated with the selection of the item, the data model may provide better recommendations over a system that only examples the similarity between menu items. The menu is improved by being personalized to each specific user with consideration also given to the user's geolocation. | The drawing shows the diagram of a system for generating an item list that is personalized for a specific user. 102Computing device106Geolocation112Personalized item list116Eatery116Menu personalization service",
US11854404B2,"Kuhn, Kenneth | O'Mahony, Eoin | Ramhematpura, Miraj | Sahin, Mustafa | Seeman, Lior | Sekine, Philippe | Sundaresan, Vishnu Srinivasan | Vosoughpour, Meisam | Guo, Danhua | Paine, Robert",2023-12-26,2022-07-07,"Computing system for computing timing interval between high-capacity vehicles, has processor that schedules high-capacity vehicle (HCV), and transmits schedule data for corridor to computing device of HCV through communication interface",0,,G08G000100 | G06Q00300204 | G08G0001127,,"Uber Technologies Inc.,San Francisco,CA,US","Uber Technologies Inc.,San Francisco,CA,US ",UBER TECHNOLOGIES INC,Computing timing intervals for vehicles through directional route corridor,"A system computes a timing interval between high-capacity vehicles (HCVs) for each of a plurality of HCV corridors within a geographic region, each respective HCV corridor of the plurality of HCV corridors including a start area. For each respective HCV corridor, the system transmits, via a network communication interface, (i) first data to a first computing device associated with a first HCV, the first data indicating the start area of the respective HCV corridor, and a first start time for the first HCV, and (ii) second data to a second computing device associated with a second HCV, the second data indicating the start area of the respective HCV corridor and a second start time for the second HCV, wherein the first start time for the first HCV and the second start time for the second HCV are based on the computed timing interval for the respective HCV corridor.","The system (100) has a network communication interface. A processor computes a timing interval between high-capacity vehicles (HCVs) for each of the multiple HCV corridors (102, 104, 106, 108) within a geographic region to control rates of HCVs entering and exiting each of the HCV corridors. The first schedule data includes data indicating a start area (103) of the corridor and the first starting time. The processor schedules a second HCV to provide the transport service along the corridor beginning at a second starting time after the first starting time, according to the timing interval for the corridor. The processor transmits second schedule data for the corridor to the computing device of the second HCV through the network communication interface. The second schedule data includes data indicating the start area of the corridor and the second starting time. | INDEPENDENT CLAIMS are included for the following:a non-transitory computer-readable medium storing program for facilitating transport; anda computer-based method for facilitating transport. | Computing system for computing timing interval between high-capacity vehicles (HCVs) for HCV corridor within geographic region. | The computing system such as computing devices such as server, desktop computer, cellular or smart phone, personal digital assistant, laptop computer, virtual reality or augmented reality systems, network equipment e.g. router and tablet devices monitors traffic within the geographic region and use real-time and historical data to calculate the time spent traversing an edge or estimate the time needed for a future prediction. | The drawing shows a schematic view of the road network map including visualizations of route corridors through which HCVs that is dynamically routed to service transport request. 100Computing system102,104,106,108HCV corridors103Start area113Pick-up/drop-off location",
US11482111B2,"Kuhn, Kenneth | O'Mahony, Eoin | Ramhematpura, Miraj | Sahin, Mustafa | Seeman, Lior | Sekine, Philippe | Sundaresan, Vishnu Srinivasan | Vosoughpour, Meisam | Guo, Danhua | Paine, Robert",2022-10-25,2019-08-08,"Computing system for computing timing interval between high-capacity vehicles, has processor that schedules high-capacity vehicle (HCV), and transmits schedule data for corridor to computing device of HCV through communication interface",3,US11854404B2 | US11948464B2 | US20220335834A1,G08G000100 | G06Q003002 | G06Q005030 | G08G0001127,,"Uber Technologies Inc.,San Francisco,CA,US","Uber Technologies Inc.,San Francisco,CA,US ",UBER TECHNOLOGIES INC,Computing timing intervals for vehicles through directional route corridors,"A computing system computes a timing interval between high-capacity vehicles (HCVs) for each HCV corridor within a geographic region to control rates of HCVs entering and exiting each of the HCV corridors. For each of the HCV corridors, the computing system schedules a first HCV to provide a transport service along the corridor beginning at a first starting time, transmits first schedule data for the corridor to the first HCV, schedules a second HCV to provide the transport service along the corridor beginning at a second starting time after the first starting time according to the timing interval for the corridor, and transmits second schedule data for the corridor to the second HCV.","The system (100) has a network communication interface. A processor computes a timing interval between high-capacity vehicles (HCVs) for each of the multiple HCV corridors (102, 104, 106, 108) within a geographic region to control rates of HCVs entering and exiting each of the HCV corridors. The first schedule data includes data indicating a start area (103) of the corridor and the first starting time. The processor schedules a second HCV to provide the transport service along the corridor beginning at a second starting time after the first starting time, according to the timing interval for the corridor. The processor transmits second schedule data for the corridor to the computing device of the second HCV through the network communication interface. The second schedule data includes data indicating the start area of the corridor and the second starting time. | INDEPENDENT CLAIMS are included for the following:a non-transitory computer-readable medium storing program for facilitating transport; anda computer-based method for facilitating transport. | Computing system for computing timing interval between high-capacity vehicles (HCVs) for HCV corridor within geographic region. | The computing system such as computing devices such as server, desktop computer, cellular or smart phone, personal digital assistant, laptop computer, virtual reality or augmented reality systems, network equipment e.g. router and tablet devices monitors traffic within the geographic region and use real-time and historical data to calculate the time spent traversing an edge or estimate the time needed for a future prediction. | The drawing shows a schematic view of the road network map including visualizations of route corridors through which HCVs that is dynamically routed to service transport request. 100Computing system102,104,106,108HCV corridors103Start area113Pick-up/drop-off location",
US11488277B2,"Djuric, Nemanja | Radosavljevic, Vladan",2022-11-01,2019-11-08,"Transport system for receiving user requests for transportation includes computing devices to compile ride history data for each user, and where ride history data contains contextual usage of the on-demand transportation service by the user",1,US20220357181A1,G06Q001006 | G06Q005030,,"Uber Technologies Inc.,San Francisco,CA,US","Uber Technologies Inc.,San Francisco,CA,US ",UBER TECHNOLOGIES INC,Personalizing ride experience based on contextual ride usage data,"A transport system can manage an on-demand transportation service to connect available vehicles with users, and can compile ride history data for each user. The ride history data can indicate the contextual usage of the on-demand transportation service by the user. Based on the ride history data, the transport system can determine demographic and personal interest information of the respective user. The transport system may then personalize one or more ride characteristics of any ride requested by the user based on the demographic and personal interest information determined from the ride history of the user.","The transport system includes one or more computing devices (170) configured to compile ride history data for each respective user from multiple users of an on-demand transportation service. The ride history data contains contextual usage of the on-demand transportation service by the respective user. A pick-up request is received from a user of the multiple users. A transport request to a vehicle to provide a transportation service for the user is transmitted based on the pick-up request. Personalized content for the user is determined based on the compiled ride history data. The personalized content for display on a display screen of the vehicle or a display screen of a user device associated with the user is transmitted. Content data associated with the personalized content displayed during the transportation service is received. A reward for the user is determined based on the content data. | INDEPENDENT CLAIMS are included fora computer-implemented method of personalizing ride experience; anda non-transitory computer-readable-medium storing instructions. | Transport system for receiving user requests for transportation from requesting users through a designated rider application executing on the users' computing devices such as smartphones, personal digital assistants (PDAs), laptop computers, tablet devices. | The transport system combines demographic data with the determined interests of the user to bolster the user's ride experience. The transport system can select the safest route option among multiple route options and transmit route data to the selected vehicle. | The drawing shows a block diagram of the transport facilitation system in communication with riders and vehicles. 125Rider Interface133Can Transmit Personalized Route Data137Map Data160Network170Computing Device",
US11494517B2,"Gupta, Shobhit | Bosin, Misha | Chopra, Neil | Buckley, Garrick | Soni, Emmanuelle | Shah, Dhaval",2022-11-08,2021-02-08,"Computing device for network system for implementing media recording process, has memory stores set of instructions, where multiple processors access set of instructions to record media on computing device of user in connection with user",2,US12010595B2 | US12041518B2,G06F002160 | G06F002162,,"Uber Technologies Inc.,San Francisco,CA,US","Uber Technologies Inc.,San Francisco,CA,US ",UBER TECHNOLOGIES INC,Computer system and device for controlling use of secure media recordings,"A network system is provided that enables a user to record media in connection with a user operating a service application to participate in a transport service. In examples, the network system includes a user computing device on which media is recorded and stored in an unrenderable state. The user can elect to make a media recording submission for a particular service activity (e.g., trip provided or received by user). In response to the media recording submission, the user computing device identifies one or more media files that contain media data which depict the service activity. The identified media files are transmitted to a service computing system where the media files can be rendered.","The computing device has multiple processors, and memory stores a set of instructions, where multiple processors access the set of instructions to record media on a computing device of a user in connection with the user operating a service application to participate in a transport service, structures media data generated from recording media into multiple media files that are unrenderable on the computing device, and processes data generated from the service application executing on the user computing device to identify multiple trip activities that occur while the user computing device records media. | INDEPENDENT CLAIMS are included for:(1) a medium for implementing media recording process;(2) a network system for implementing media recording process; | Computing device for network system for implementing media recording process. | Computing device to select a trip in order to identify each media file associated with the trip. | The drawing shows block diagram of a computing device for network system for implementing media recording process.120Recording store 130Active service data store 150Recording manager 152Service monitor 155Data ",
